Geel1,Geel2,Geel3,Geel4,Geel5,Geel6,Geel7,Geel8,Geel9,Geel10,Geel11,Geel12,Geel13,Geel14,Geel15,Geel16,Geel17,Geel18,Geel19,Geel20,Groen1,Groen2,Groen3,Groen4,Groen5,Groen6,Groen7,Groen8,Groen9,Groen10,Bol1,Bol2,Bol3,Bol4,Bol5,Bol6,Bol7,Bol8,Bol9,Bol10,Ploeg1,Ploeg2,Ploeg3,Ploeg4,Ploeg5
1142,1091,1094,1012,1151,1137,1159,1070,1001,1118,1116,1018,1104,1119,1148,1063,1153,1002,1071,1163,1156,1080,1123,1044,1117,1142,1063,1094,1168,1132,1142,1091,1001,1063,1136,1118,1094,1010,1146,1104,12,20,21,2,13
