Geel1,Geel2,Geel3,Geel4,Geel5,Geel6,Geel7,Geel8,Geel9,Geel10,Geel11,Geel12,Geel13,Geel14,Geel15,Geel16,Geel17,Geel18,Geel19,Geel20,Groen1,Groen2,Groen3,Groen4,Groen5,Groen6,Groen7,Groen8,Groen9,Groen10,Bol1,Bol2,Bol3,Bol4,Bol5,Bol6,Bol7,Bol8,Bol9,Bol10,Ploeg1,Ploeg2,Ploeg3,Ploeg4,Ploeg5
1203,1011,1141,1151,1032,1142,1181,1121,1084,1212,1221,1207,1021,1094,1202,1051,1204,1116,1113,1017,1214,1083,1152,1131,1182,1073,1135,1031,1203,1213,1213,1135,1113,1184,1123,1165,1116,1026,1124,1072,14,20,3,1,2
