Geel1,Geel2,Geel3,Geel4,Geel5,Geel6,Geel7,Geel8,Geel9,Geel10,Geel11,Geel12,Geel13,Geel14,Geel15,Geel16,Geel17,Geel18,Geel19,Geel20,Groen1,Groen2,Groen3,Groen4,Groen5,Groen6,Groen7,Groen8,Groen9,Groen10,Bol1,Bol2,Bol3,Bol4,Bol5,Bol6,Bol7,Bol8,Bol9,Bol10,Ploeg1,Ploeg2,Ploeg3,Ploeg4,Ploeg5
45,73,109,10,127,74,181,153,61,55,144,145,126,27,58,190,103,5,12,41,46,21,138,91,70,45,118,87,134,76,31,45,19,109,73,48,136,18,10,127,9,7,2,15,16
