rennerID,Naam,Punten,ploegID,Uitgevallen,pnt_laatst,pnt_dag,pnt_geel,pnt_bol,pnt_groen,pnt_wit,pnt_eind,RN,Land,gekozen,gekozen_percentage,zeldzaam
44124,MÜHLBERGER Gregor,0,3,1,0,0,0,0,0,0,0,25,Austria,0,0,0
20576,OSS Daniel,0,3,0,0,0,0,0,0,0,0,26,Italy,1,2,0
35878,PÖSTLBERGER Lukas,0,3,1,0,0,0,0,0,0,0,27,Austria,1,2,0
43844,SCHACHMANN Maximilian,50,3,0,0,0,0,0,0,0,0,28,Germany,6,11,0
25394,BARDET Romain,5,4,1,0,0,0,0,0,0,0,31,France,16,29,0
7538,CHEREL Mickaël,0,4,0,0,0,0,0,0,0,0,32,France,0,0,0
51127,COSNEFROY Benoit,8,4,0,8,0,0,8,0,0,8,33,France,2,4,0
37581,LATOUR Pierre,0,4,1,0,0,0,0,0,0,0,34,France,1,2,0
41080,NAESEN Oliver,48,4,0,0,0,0,0,0,0,0,35,Belgium,2,4,0
46078,PETERS Nans,102,4,0,2,0,0,2,0,0,2,36,France,0,0,0
35617,VENTURINI Clément,80,4,0,0,0,0,0,0,0,0,37,France,0,0,0
22476,VUILLERMOZ Alexis,0,4,0,0,0,0,0,0,0,0,38,France,1,2,0
35949,ALAPHILIPPE Julian,52,5,0,6,0,0,0,6,0,6,41,France,43,77,0
49918,ASGREEN Kasper,0,5,0,0,0,0,0,0,0,0,42,Denmark,0,0,0
23899,BENNETT Sam,146,5,0,50,25,0,0,25,0,25,43,Ireland,38,68,0
48228,CAVAGNA Rémi,32,5,0,0,0,0,0,0,0,0,44,France,0,0,0
25721,DECLERCQ Tim,0,5,0,0,0,0,0,0,0,0,45,Belgium,1,2,0
18572,DEVENYNS Dries,0,5,0,0,0,0,0,0,0,0,46,Belgium,0,0,0
31751,JUNGELS Bob,0,5,0,0,0,0,0,0,0,0,47,Luxembourg,1,2,0
7242,MORKOV Michael,1,5,0,1,0,0,0,1,0,1,48,Denmark,0,0,0
23898,PINOT Thibaut,4,6,0,0,0,0,0,0,0,0,51,France,42,75,0
1121,BONNET William,0,6,1,0,0,0,0,0,0,0,52,France,1,2,0
51700,GAUDU David,0,6,1,0,0,0,0,0,0,0,53,France,1,2,0
43607,KÜNG Stefan,0,6,1,0,0,0,0,0,0,0,54,Switzerland,1,2,0
6824,LADAGNOUS Matthieu,0,6,0,0,0,0,0,0,0,0,55,France,1,2,0
49214,MADOUAS Valentin,63,6,0,15,0,0,0,0,15,15,56,France,0,0,0
28197,MOLARD Rudy,0,6,0,0,0,0,0,0,0,0,57,France,1,2,0
24741,REICHENBACH Sébastien,76,6,0,0,0,0,0,0,0,0,58,Switzerland,0,0,0
23893,LANDA MEANA Mikel,92,7,0,36,0,36,0,0,0,36,61,Basque Country,14,25,0
30197,BILBAO LÓPEZ DE ARMENTIA Pello,5,7,0,5,0,5,0,0,0,5,62,Basque Country,1,2,0
20914,CARUSO Damiano,48,7,0,16,0,16,0,0,0,16,63,Italy,0,0,0
28431,COLBRELLI Sonny,4,7,0,0,0,0,0,0,0,0,64,Italy,7,13,0
23920,HALLER Marco,0,7,0,0,0,0,0,0,0,0,65,Austria,1,2,0
43812,MOHORIC Matej,0,7,0,0,0,0,0,0,0,0,66,Slovenia,1,2,0
19624,POELS Wouter,0,7,0,0,0,0,0,0,0,0,67,Netherlands,7,13,0
20760,VALLS FERRI Rafael,0,7,1,0,0,0,0,0,0,0,68,Spain,1,2,0
15882,URAN URAN Rigoberto,40,8,0,22,0,22,0,0,0,22,71,Colombia,3,5,0
43670,BETTIOL Alberto,4,8,0,0,0,0,0,0,0,0,72,Italy,1,2,0
44199,CARTHY Hugh,8,8,0,0,0,0,0,0,0,0,73,United Kingdom,0,0,0
52237,HIGUITA GARCIA Sergio Andres,20,8,1,0,0,0,0,0,0,0,74,Colombia,9,16,0
23783,KEUKELEIRE Jens,0,8,0,0,0,0,0,0,0,0,75,Belgium,1,2,0
49848,MARTINEZ POVEDA Daniel Felipe,62,8,0,12,0,0,0,0,12,12,76,Colombia,13,23,0
50664,POWLESS Neilson,90,8,0,2,0,0,0,0,2,2,77,United States,0,0,0
20092,VAN GARDEREN Tejay,0,8,0,0,0,0,0,0,0,0,78,United States,1,2,0
23627,QUINTANA ROJAS Nairo Alexander,16,9,0,4,0,4,0,0,0,4,81,Colombia,19,34,0
22709,ANACONA Winner Anrew,0,9,0,0,0,0,0,0,0,0,82,Colombia,0,0,0
23924,BARGUIL Warren,24,9,0,8,0,8,0,0,0,8,83,France,7,13,0
42510,LEDANOIS Kevin,0,9,0,0,0,0,0,0,0,0,84,France,0,0,0
46885,QUINTANA ROJAS Dayer Uberney,0,9,0,0,0,0,0,0,0,0,85,Colombia,0,0,0
41957,ROSA Diego,0,9,1,0,0,0,0,0,0,0,86,Italy,0,0,0
51234,RUSSO Clement,0,9,0,0,0,0,0,0,0,0,87,France,1,2,0
53828,SWIFT Connor,0,9,0,0,0,0,0,0,0,0,88,United Kingdom,0,0,0
130,VALVERDE BELMONTE Alejandro,18,10,0,12,0,12,0,0,0,12,91,Spain,4,7,0
18581,CATALDO Dario,0,10,0,0,0,0,0,0,0,0,92,Italy,0,0,0
112,ERVITI Imanol,0,10,0,0,0,0,0,0,0,0,93,Spain,0,0,0
48301,MAS NICOLAU Enric,104,10,0,52,0,32,0,0,20,52,94,Spain,9,16,0
24311,OLIVEIRA Nelson Filipe Santos Simoes,0,10,0,0,0,0,0,0,0,0,95,Portugal,0,0,0
7213,ROJAS GIL Jose Joaquin,0,10,0,0,0,0,0,0,0,0,96,Spain,2,4,0
47288,SOLER GIMENEZ Marc,16,10,0,0,0,0,0,0,0,0,97,Spain,0,0,0
33754,VERONA QUINTANILLA Carlos,62,10,0,2,0,2,0,0,0,2,98,Spain,0,0,0
21310,PORTE Richie,244,11,0,44,0,40,4,0,0,44,101,Australia,1,2,0
52245,EG Niklas,6,11,0,6,0,0,0,0,6,6,102,Denmark,0,0,0
27208,ELISSONDE Kenny,8,11,0,0,0,0,0,0,0,0,103,France,0,0,0
18657,MOLLEMA Bauke,48,11,1,0,0,0,0,0,0,0,104,Netherlands,9,16,0
47296,PEDERSEN Mads,174,11,0,60,60,0,0,0,0,0,105,Denmark,4,7,0
27365,SKUJINS Toms,80,11,0,0,0,0,0,0,0,0,106,Latvia,0,0,0
23283,STUYVEN Jasper,92,11,0,0,0,0,0,0,0,0,107,Belgium,9,16,0
27113,THEUNS Edward,32,11,0,0,0,0,0,0,0,0,108,Belgium,0,0,0
6968,VAN AVERMAET Greg,78,12,0,0,0,0,0,0,0,0,111,Belgium,11,20,0
22918,DE MARCHI Alessandro,0,12,0,0,0,0,0,0,0,0,112,Italy,1,2,0
18656,GESCHKE Simon,64,12,0,0,0,0,0,0,0,0,113,Germany,0,0,0
28996,HIRT Jan,0,12,0,0,0,0,0,0,0,0,114,Czech Republic,1,2,0
42084,KOCH Jonas,0,12,0,0,0,0,0,0,0,0,115,Germany,1,2,0
7063,SCHÄR Michael,0,12,0,0,0,0,0,0,0,0,116,Switzerland,0,0,0
25907,TRENTIN Matteo,37,12,0,15,0,0,0,15,0,15,117,Italy,8,14,0
34458,ZAKARIN Ilnur,48,12,1,0,0,0,0,0,0,0,118,Russia,1,2,0
42839,MARTIN Guillaume,56,13,0,14,0,14,0,0,0,14,121,France,9,16,0
45436,CONSONNI Simone,60,13,0,0,0,0,0,0,0,0,122,Italy,0,0,0
22952,EDET Nicolas,32,13,0,0,0,0,0,0,0,0,123,France,0,0,0
28657,HERRADA LOPEZ Jesús,90,13,0,0,0,0,0,0,0,0,124,Spain,2,4,0
42312,LAPORTE Christophe,48,13,0,0,0,0,0,0,0,0,125,France,1,2,0
28203,PEREZ Anthony,0,13,1,0,0,0,0,0,0,0,126,France,0,0,0
26846,PERICHON Pierre-Luc,0,13,0,0,0,0,0,0,0,0,127,France,0,0,0
23799,VIVIANI Elia,60,13,0,20,20,0,0,0,0,0,128,Italy,15,27,0
53443,POGACAR Tadej,230,14,0,104,0,50,25,4,25,104,131,Slovenia,40,71,0
30211,ARU Fabio,0,14,1,0,0,0,0,0,0,0,132,Italy,2,4,0
24798,DE LA CRUZ MELGAREJO David,20,14,0,0,0,0,0,0,0,0,133,Spain,0,0,0
36962,FORMOLO Davide,0,14,1,0,0,0,0,0,0,0,134,Italy,3,5,0
16120,KRISTOFF Alexander,74,14,0,24,24,0,0,0,0,0,135,Norway,10,18,0
23556,LAENGEN Vegard Stake,0,14,0,0,0,0,0,0,0,0,136,Norway,0,0,0
6897,MARCATO Marco,0,14,0,0,0,0,0,0,0,0,137,Italy,0,0,0
35657,POLANC Jan,0,14,0,0,0,0,0,0,0,0,138,Slovenia,0,0,0
49629,LÓPEZ MORENO Miguel Ángel,128,15,0,38,0,28,10,0,0,38,141,Colombia,12,21,0
35495,FRAILE MATARRANZ Omar,0,15,0,0,0,0,0,0,0,0,142,Basque Country,1,2,0
30154,HOULE Hugo,24,15,0,0,0,0,0,0,0,0,143,Canada,0,0,0
21841,IZAGIRRE INSAUSTI Gorka,0,15,0,0,0,0,0,0,0,0,144,Basque Country,1,2,0
22689,IZAGIRRE INSAUSTI Ion,0,15,1,0,0,0,0,0,0,0,145,Basque Country,1,2,0
36193,LUTSENKO Alexey,93,15,0,0,0,0,0,0,0,0,146,Kazahkstan,2,4,0
153,SANCHEZ GIL Luis Leon,0,15,0,0,0,0,0,0,0,0,147,Spain,0,0,0
53447,TEJADA CANACUE Harold,8,15,0,8,0,0,0,0,8,8,148,Colombia,1,2,0
43668,EWAN Caleb,88,16,0,14,6,0,0,8,0,8,151,Australia,31,55,0
49235,CRAS Steff,0,16,1,0,0,0,0,0,0,0,152,Belgium,0,0,0
24090,DE BUYST Jasper,0,16,0,0,0,0,0,0,0,0,153,Belgium,0,0,0
16516,DE GENDT Thomas,0,16,0,0,0,0,0,0,0,0,154,Belgium,9,16,0
21591,DEGENKOLB John,0,16,1,0,0,0,0,0,0,0,155,Germany,3,5,0
36437,FRISON Frederik,0,16,0,0,0,0,0,0,0,0,156,Belgium,0,0,0
273,GILBERT Philippe,0,16,1,0,0,0,0,0,0,0,157,Belgium,2,4,0
7072,KLUGE Roger,0,16,0,0,0,0,0,0,0,0,158,Germany,0,0,0
37165,YATES Adam,73,17,0,19,0,19,0,0,0,19,161,United Kingdom,6,11,0
23894,BAUER Jack,0,17,0,0,0,0,0,0,0,0,162,New Zealand,1,2,0
18851,BEWLEY Sam,0,17,1,0,0,0,0,0,0,0,163,New Zealand,0,0,0
31947,CHAVES RUBIO Johan Esteban,0,17,0,0,0,0,0,0,0,0,164,Colombia,4,7,0
2964,IMPEY Daryl,0,17,0,0,0,0,0,0,0,0,165,South Africa,1,2,0
21520,JUUL JENSEN Christopher,0,17,0,0,0,0,0,0,0,0,166,Denmark,1,2,0
24718,MEZGEC Luka,220,17,0,0,0,0,0,0,0,0,167,Slovenia,0,0,0
20727,NIEVE ITURALDE Mikel,0,17,1,0,0,0,0,0,0,0,168,Basque Country,1,2,0
18684,MARTIN Daniel,0,18,0,0,0,0,0,0,0,0,171,Ireland,1,2,0
698,GREIPEL André,32,18,1,0,0,0,0,0,0,0,172,Germany,1,2,0
18580,HERMANS Ben,32,18,0,0,0,0,0,0,0,0,173,Belgium,1,2,0
48268,HOFSTETTER Hugo,81,18,0,12,12,0,0,0,0,0,174,France,2,4,0
44217,NEILANDS Krists,0,18,0,0,0,0,0,0,0,0,175,Latvia,0,0,0
54279,NIV Guy,0,18,0,0,0,0,0,0,0,0,176,Israel,0,0,0
43890,POLITT Nils,0,18,0,0,0,0,0,0,0,0,177,Germany,0,0,0
31579,VAN ASBROECK Tom,0,18,0,0,0,0,0,0,0,0,178,Belgium,0,0,0
42495,BONIFAZIO Niccolo,4,19,0,0,0,0,0,0,0,0,181,Italy,0,0,0
54300,BURGAUDEAU Mathieu,0,19,0,0,0,0,0,0,0,0,182,France,0,0,0
42981,CALMEJANE Lilian,0,19,1,0,0,0,0,0,0,0,183,France,1,2,0
22934,COUSIN Jerome,0,19,1,0,0,0,0,0,0,0,184,France,0,0,0
45005,GRELLIER Fabien,0,19,0,0,0,0,0,0,0,0,185,France,0,0,0
22257,SICARD Romain,0,19,0,0,0,0,0,0,0,0,186,Basque Country,0,0,0
21944,SOUPE Geoffrey,0,19,0,0,0,0,0,0,0,0,187,France,0,0,0
44819,TURGIS Anthony,8,19,0,0,0,0,0,0,0,0,188,France,0,0,0
25139,NIZZOLO Giacomo,21,20,1,0,0,0,0,0,0,0,191,Italy,22,39,0
16265,BOASSON HAGEN Edvald,80,20,0,0,0,0,0,0,0,0,192,Norway,1,2,0
47225,GIBBONS Ryan,4,20,0,0,0,0,0,0,0,0,193,South Africa,0,0,0
41814,GOGL Michael,0,20,1,0,0,0,0,0,0,0,194,Austria,0,0,0
35739,VALGREN ANDERSEN Michael,0,20,0,0,0,0,0,0,0,0,195,Denmark,0,0,0
6852,KREUZIGER Roman,0,20,0,0,0,0,0,0,0,0,196,Czech Republic,1,2,0
762,POZZOVIVO Domenico,0,20,1,0,0,0,0,0,0,0,197,Italy,0,0,0
42314,WALSCHEID Max,4,20,0,4,4,0,0,0,0,0,198,Germany,0,0,0
43736,BENOOT Tiesj,18,21,0,0,0,0,0,0,0,0,201,Belgium,3,5,0
24828,ARNDT Nikias,32,21,0,0,0,0,0,0,0,0,202,Germany,1,2,0
47062,BOL Cees,90,21,0,0,0,0,0,0,0,0,203,Netherlands,8,14,0
53508,HIRSCHI Marc,199,21,0,16,0,0,12,0,4,16,204,Switzerland,2,4,0
44196,KRAGH ANDERSEN Søren,278,21,0,2,0,0,0,2,0,2,205,Denmark,1,2,0
49525,NIEUWENHUIS Joris,0,21,0,0,0,0,0,0,0,0,206,Netherlands,1,2,0
49757,PEDERSEN Casper Phillip,40,21,0,0,0,0,0,0,0,0,207,Denmark,1,2,0
256,ROCHE Nicholas,20,21,0,0,0,0,0,0,0,0,208,Ireland,1,2,0
18662,ROLLAND Pierre,99,22,0,9,0,3,6,0,0,9,218,France,2,4,0
54297,BARTHE Cyril,0,22,0,0,0,0,0,0,0,0,212,France,3,5,0
55786,CHEVALIER Maxime,0,22,0,0,0,0,0,0,0,0,213,France,1,2,0
37139,COQUARD Bryan,153,22,0,18,6,0,0,12,0,12,211,France,5,9,0
23922,DEBUSSCHERE Jens,0,22,1,0,0,0,0,0,0,0,214,Belgium,0,0,0
19435,GAUTIER Cyril,0,22,0,0,0,0,0,0,0,0,215,France,1,2,0
36610,PACHER Quentin,80,22,0,0,0,0,0,0,0,0,216,France,0,0,0
21920,REZA Kévin,0,22,0,0,0,0,0,0,0,0,217,France,0,0,0
