Geel1,Geel2,Geel3,Geel4,Geel5,Geel6,Geel7,Geel8,Geel9,Geel10,Geel11,Geel12,Geel13,Geel14,Geel15,Geel16,Geel17,Geel18,Geel19,Geel20,Groen1,Groen2,Groen3,Groen4,Groen5,Groen6,Groen7,Groen8,Groen9,Groen10,Wit1,Wit2,Wit3,Wit4,Wit5,Wit6,Wit7,Wit8,Wit9,Wit10,Bol1,Bol2,Bol3,Bol4,Bol5,Bol6,Bol7,Bol8,Bol9,Bol10,Ploeg1,Ploeg2,Ploeg3,Ploeg4,Ploeg5
53052,53443,7234,51700,49264,23627,25394,36097,36193,37165,49214,31751,50664,153,23898,24463,54405,51074,35418,52102,43705,53443,54348,42312,47296,53052,49777,23913,23647,7234,53443,54405,52102,54879,54322,52433,52339,53159,55337,54332,53052,18656,44877,53443,43705,23898,36097,50664,37581,7234,0,0,0,0,0
