Geel1,Geel2,Geel3,Geel4,Geel5,Geel6,Geel7,Geel8,Geel9,Geel10,Geel11,Geel12,Geel13,Geel14,Geel15,Geel16,Geel17,Geel18,Geel19,Geel20,Groen1,Groen2,Groen3,Groen4,Groen5,Groen6,Groen7,Groen8,Groen9,Groen10,Wit1,Wit2,Wit3,Wit4,Wit5,Wit6,Wit7,Wit8,Wit9,Wit10,Bol1,Bol2,Bol3,Bol4,Bol5,Bol6,Bol7,Bol8,Bol9,Bol10,Ploeg1,Ploeg2,Ploeg3,Ploeg4,Ploeg5
7234,26310,22916,43700,16260,25394,23893,18684,34458,23627,31751,7124,37581,130,52181,18696,23924,762,23906,20914,23647,16120,25852,21591,35949,6968,25910,7234,28431,18684,37581,52181,42839,51700,49848,45487,44196,43607,47288,41651,35949,23924,23906,7234,26310,43700,18684,23627,18696,16260,0,0,0,0,0
