Geel1,Geel2,Geel3,Geel4,Geel5,Geel6,Geel7,Geel8,Geel9,Geel10,Geel11,Geel12,Geel13,Geel14,Geel15,Geel16,Geel17,Geel18,Geel19,Geel20,Groen1,Groen2,Groen3,Groen4,Groen5,Groen6,Groen7,Groen8,Groen9,Groen10,Wit1,Wit2,Wit3,Wit4,Wit5,Wit6,Wit7,Wit8,Wit9,Wit10,Bol1,Bol2,Bol3,Bol4,Bol5,Bol6,Bol7,Bol8,Bol9,Bol10,Ploeg1,Ploeg2,Ploeg3,Ploeg4,Ploeg5
53443,43700,21310,23893,48301,49629,26310,15882,37165,20914,42839,130,45118,23924,51074,30197,23627,18662,33754,43705,23899,23647,25907,37139,43705,43668,35949,53443,44196,7242,53443,48301,49214,49848,49219,53447,52245,53508,50664,49267,53443,45118,43700,53508,49629,51127,18662,21310,46078,49219,0,0,0,0,0
