Geel1,Geel2,Geel3,Geel4,Geel5,Geel6,Geel7,Geel8,Geel9,Geel10,Geel11,Geel12,Geel13,Geel14,Geel15,Geel16,Geel17,Geel18,Geel19,Geel20,Groen1,Groen2,Groen3,Groen4,Groen5,Groen6,Groen7,Groen8,Groen9,Groen10,Wit1,Wit2,Wit3,Wit4,Wit5,Wit6,Wit7,Wit8,Wit9,Wit10,Bol1,Bol2,Bol3,Bol4,Bol5,Bol6,Bol7,Bol8,Bol9,Bol10,Ploeg1,Ploeg2,Ploeg3,Ploeg4,Ploeg5
22916,15882,25394,23893,30211,18684,36875,36097,137,23924,20914,23627,22476,20727,36986,18785,18657,23940,1334,43736,23913,698,16265,16120,28431,16516,41474,22916,15882,18684,36875,36097,36986,43736,42839,42981,35739,23816,43607,49498,23924,43700,16516,22116,22916,25394,23893,18657,137,1334,0,0,0,0,0
