rennerID,Naam,Punten,ploegID,Uitgevallen,pnt_laatst,pnt_dag,pnt_geel,pnt_bol,pnt_groen,pnt_wit,pnt_eind,RN,Land,gekozen,gekozen_percentage
48180,MOSCON Gianni,20,18,1,0,0,0,0,0,0,0,5,Italy,0,0
19624,POELS Wouter,20,18,0,0,0,0,0,0,0,0,6,Netherlands,5,10
23827,ROWE Luke,20,18,0,0,0,0,0,0,0,0,7,United Kingdom,0,0
7234,THOMAS Geraint,189,18,0,66,0,50,12,4,0,66,8,United Kingdom,8,16
24828,ARNDT Nikias,18,19,0,0,0,0,0,0,0,0,33,Germany,0,0
26310,DUMOULIN Tom,148,19,0,55,0,45,10,0,0,55,32,Netherlands,37,73
18656,GESCHKE Simon,18,19,0,0,0,0,0,0,0,0,34,Germany,0,0
39907,HAGA Chad,10,19,0,0,0,0,0,0,0,0,35,United States,0,0
44196,KRAGH ANDERSEN Søren,30,19,0,6,0,0,0,0,6,6,36,Denmark,1,2
23913,MATTHEWS Michael,16,19,1,0,0,0,0,0,0,0,31,Australia,18,35
27113,THEUNS Edward,10,19,0,0,0,0,0,0,0,0,38,Belgium,0,0
41184,BERNARD Julien,1,20,0,0,0,0,0,0,0,0,192,France,0,0
139,DE KORT Koen,0,20,0,0,0,0,0,0,0,0,193,Netherlands,1,2
21591,DEGENKOLB John,108,20,0,32,20,0,0,12,0,12,194,Germany,5,10
41814,GOGL Michael,0,20,0,0,0,0,0,0,0,0,195,Austria,0,0
35392,GRMAY Tsgabu Gebremaryam,0,20,1,0,0,0,0,0,0,0,196,Ethiopia,1,2
18657,MOLLEMA Bauke,33,20,0,0,0,0,0,0,0,0,191,Netherlands,14,27
27365,SKUJINS Toms,10,20,0,0,0,0,0,0,0,0,197,Latvia,0,0
23283,STUYVEN Jasper,23,20,0,0,0,0,0,0,0,0,198,Belgium,1,2
22116,ATAPUMA HURTADO Jhon Darwin,0,21,0,0,0,0,0,0,0,0,92,Colombia,1,2
16312,DURASEK Kristijan,0,21,0,0,0,0,0,0,0,0,93,Croatia,0,0
6995,FERRARI Roberto,0,21,0,0,0,0,0,0,0,0,94,Italy,0,0
16120,KRISTOFF Alexander,120,21,0,45,25,0,0,20,0,20,95,Norway,13,25
6897,MARCATO Marco,0,21,0,0,0,0,0,0,0,0,96,Italy,0,0
18684,MARTIN Daniel,108,21,0,29,0,22,6,1,0,29,91,Ireland,10,20
462,SUTHERLAND Rory,0,21,0,0,0,0,0,0,0,0,97,Australia,2,4
44890,TROIA Oliviero,0,21,0,0,0,0,0,0,0,0,98,Italy,0,0
19444,DEGAND Thomas,0,21,0,0,0,0,0,0,0,0,212,Belgium,0,0
23844,DUPONT Timothy,11,21,0,0,0,0,0,0,0,0,213,Belgium,0,0
42839,MARTIN Guillaume,15,21,0,15,0,0,0,0,15,15,211,France,0,0
34416,MINNAARD Marco,0,21,0,0,0,0,0,0,0,0,214,Netherlands,2,4
18767,OFFREDO Yoann,0,21,0,0,0,0,0,0,0,0,215,France,0,0
25910,PASQUALON Andrea,29,21,0,8,2,0,0,6,0,6,216,Italy,1,2
41537,SMITH Dion,2,21,0,0,0,0,0,0,0,0,217,New Zealand,0,0
28574,VAN KEIRSBULCK Guillaume,0,21,0,0,0,0,0,0,0,0,218,Belgium,0,0
16514,CLAEYS Dimitri,0,6,0,0,0,0,0,0,0,0,202,Belgium,0,0
22952,EDET Nicolas,6,6,0,0,0,0,0,0,0,0,203,France,0,0
28203,PEREZ Anthony,0,6,0,0,0,0,0,0,0,0,206,France,0,0
20732,SIMON Julien,0,6,0,0,0,0,0,0,0,0,207,France,2,4
44819,TURGIS Anthony,0,6,0,0,0,0,0,0,0,0,208,France,0,0
45003,BOUDAT Thomas,8,7,0,0,0,0,0,0,0,0,182,France,0,0
22934,COUSIN Jerome,0,7,0,0,0,0,0,0,0,0,184,France,0,0
20483,GAUDIN Damien,0,7,0,0,0,0,0,0,0,0,185,France,0,0
45005,GRELLIER Fabien,0,7,0,0,0,0,0,0,0,0,186,France,0,0
22257,SICARD Romain,0,7,0,0,0,0,0,0,0,0,187,Basque Country,0,0
20522,BOUET Maxime,0,15,0,0,0,0,0,0,0,0,42,France,0,0
49498,GESBERT Elie,0,15,0,0,0,0,0,0,0,0,43,France,0,0
42510,LEDANOIS Kevin,0,15,0,0,0,0,0,0,0,0,45,France,0,0
23923,PICHON Laurent,0,15,0,0,0,0,0,0,0,0,47,France,0,0
20560,VACHON Florian,0,15,0,0,0,0,0,0,0,0,48,France,0,0
777,TEN DAM Laurens,10,19,0,0,0,0,0,0,0,0,37,Netherlands,4,8
251,MOINARD Amaël,0,15,0,0,0,0,0,0,0,0,46,,0,0
