Geel1,Geel2,Geel3,Geel4,Geel5,Geel6,Geel7,Geel8,Geel9,Geel10,Geel11,Geel12,Geel13,Geel14,Geel15,Geel16,Geel17,Geel18,Geel19,Geel20,Groen1,Groen2,Groen3,Groen4,Groen5,Groen6,Groen7,Groen8,Groen9,Groen10,Wit1,Wit2,Wit3,Wit4,Wit5,Wit6,Wit7,Wit8,Wit9,Wit10,Bol1,Bol2,Bol3,Bol4,Bol5,Bol6,Bol7,Bol8,Bol9,Bol10,Ploeg1,Ploeg2,Ploeg3,Ploeg4,Ploeg5
53443,53052,45118,50087,24421,48301,36193,42839,30197,15882,51700,30410,31947,36097,49211,19624,35418,44824,43705,18657,6964,23913,28431,54348,43705,43812,35949,53443,7242,53052,53443,53052,51700,49211,52237,49214,50664,54709,53377,55616,53443,19624,53052,43705,23627,45118,50087,18657,51700,28203,0,0,0,0,0
