Geel1,Geel2,Geel3,Geel4,Geel5,Geel6,Geel7,Geel8,Geel9,Geel10,Geel11,Geel12,Geel13,Geel14,Geel15,Geel16,Geel17,Geel18,Geel19,Geel20,Groen1,Groen2,Groen3,Groen4,Groen5,Groen6,Groen7,Groen8,Groen9,Groen10,Wit1,Wit2,Wit3,Wit4,Wit5,Wit6,Wit7,Wit8,Wit9,Wit10,Bol1,Bol2,Bol3,Bol4,Bol5,Bol6,Bol7,Bol8,Bol9,Bol10,Ploeg1,Ploeg2,Ploeg3,Ploeg4,Ploeg5
52181,7234,16260,36986,35949,23893,15882,23627,130,23924,21310,42839,51700,30211,25394,6852,24741,18684,36193,28657,23647,43668,23799,28431,23913,25907,23283,6968,41474,35949,52181,51700,48301,47258,44124,44877,49219,43736,43890,49498,25394,52181,23418,20914,381,36875,23627,36193,16260,23893,0,0,0,0,0
